A		SANDUSKY RIVER NEAR FREMONT
B		OBSERVED_EDITED
C		DISCHARGE
E		
F		USGS
Units		cms
Type		INST-VAL
30076	19Sep2012  1330	2.41
30077	19Sep2012  1400	2.41
30078	19Sep2012  1430	2.41
30079	19Sep2012  1500	2.41
30080	19Sep2012  1530	2.41
30081	19Sep2012  1600	2.41
30082	19Sep2012  1630	2.41
30083	19Sep2012  1700	2.41
30084	19Sep2012  1730	2.41
30085	19Sep2012  1800	2.41
30086	19Sep2012  1830	2.41
30087	19Sep2012  1900	2.41
30088	19Sep2012  1930	2.41
30089	19Sep2012  2000	2.41
30090	19Sep2012  2030	2.41
30091	19Sep2012  2100	2.41
30092	19Sep2012  2130	2.41
30093	19Sep2012  2200	2.41
30094	19Sep2012  2230	2.41
30095	19Sep2012  2300	2.41
30096	19Sep2012  2330	2.41
30097	20Sep2012  0000	2.41
30098	20Sep2012  0030	2.41
30099	20Sep2012  0100	2.41
30100	20Sep2012  0130	2.41
30101	20Sep2012  0200	2.41
30102	20Sep2012  0230	2.41
30103	20Sep2012  0300	2.41
30104	20Sep2012  0330	2.41
30105	20Sep2012  0400	2.41
30106	20Sep2012  0430	2.41
30107	20Sep2012  0500	2.41
30108	20Sep2012  0530	2.30
30109	20Sep2012  0600	2.30
30110	20Sep2012  0630	2.30
30111	20Sep2012  0700	2.30
30112	20Sep2012  0730	2.30
30113	20Sep2012  0800	2.30
30114	20Sep2012  0830	2.30
30115	20Sep2012  0900	2.30
30116	20Sep2012  0930	2.30
30117	20Sep2012  1000	2.30
30118	20Sep2012  1030	2.30
30119	20Sep2012  1100	2.30
30120	20Sep2012  1130	2.30
30121	20Sep2012  1200	2.30
30122	20Sep2012  1230	2.30
30123	20Sep2012  1300	2.21
30124	20Sep2012  1330	2.21
30125	20Sep2012  1400	2.21
30126	20Sep2012  1430	2.21
30127	20Sep2012  1500	2.21
30128	20Sep2012  1530	2.21
30129	20Sep2012  1600	2.21
30130	20Sep2012  1630	2.21
30131	20Sep2012  1700	2.21
30132	20Sep2012  1730	2.21
30133	20Sep2012  1800	2.21
30134	20Sep2012  1830	2.21
30135	20Sep2012  1900	2.21
30136	20Sep2012  1930	2.21
30137	20Sep2012  2000	2.21
30138	20Sep2012  2030	2.10
30139	20Sep2012  2100	2.10
30140	20Sep2012  2130	2.10
30141	20Sep2012  2200	2.10
30142	20Sep2012  2230	2.10
30143	20Sep2012  2300	2.10
30144	20Sep2012  2330	2.10
30145	21Sep2012  0000	2.10
30146	21Sep2012  0030	2.10
30147	21Sep2012  0100	2.10
30148	21Sep2012  0130	2.10
30149	21Sep2012  0200	2.10
30150	21Sep2012  0230	2.10
30151	21Sep2012  0300	2.10
30152	21Sep2012  0330	2.10
30153	21Sep2012  0400	2.10
30154	21Sep2012  0430	2.10
30155	21Sep2012  0500	2.10
30156	21Sep2012  0530	2.10
30157	21Sep2012  0600	2.10
30158	21Sep2012  0630	2.10
30159	21Sep2012  0700	2.10
30160	21Sep2012  0730	2.10
30161	21Sep2012  0800	2.10
30162	21Sep2012  0830	2.01
30163	21Sep2012  0900	2.01
30164	21Sep2012  0930	2.01
30165	21Sep2012  1000	2.01
30166	21Sep2012  1030	2.01
30167	21Sep2012  1100	2.01
30168	21Sep2012  1130	2.01
30169	21Sep2012  1200	2.01
30170	21Sep2012  1230	2.01
30171	21Sep2012  1300	2.01
30172	21Sep2012  1330	2.01
30173	21Sep2012  1400	2.01
30174	21Sep2012  1430	2.01
30175	21Sep2012  1500	2.01
30176	21Sep2012  1530	2.01
30177	21Sep2012  1600	2.01
30178	21Sep2012  1630	2.01
30179	21Sep2012  1700	2.01
30180	21Sep2012  1730	2.01
30181	21Sep2012  1800	2.01
30182	21Sep2012  1830	2.01
30183	21Sep2012  1900	2.01
30184	21Sep2012  1930	1.93
30185	21Sep2012  2000	1.93
30186	21Sep2012  2030	1.93
30187	21Sep2012  2100	2.01
30188	21Sep2012  2130	2.01
30189	21Sep2012  2200	2.10
30190	21Sep2012  2230	2.21
30191	21Sep2012  2300	2.21
30192	21Sep2012  2330	2.21
30193	22Sep2012  0000	2.21
30194	22Sep2012  0030	2.21
30195	22Sep2012  0100	2.21
30196	22Sep2012  0130	2.21
30197	22Sep2012  0200	2.21
30198	22Sep2012  0230	2.21
30199	22Sep2012  0300	2.21
30200	22Sep2012  0330	2.21
30201	22Sep2012  0400	2.21
30202	22Sep2012  0430	2.21
30203	22Sep2012  0500	2.21
30204	22Sep2012  0530	2.21
30205	22Sep2012  0600	2.21
30206	22Sep2012  0630	2.21
30207	22Sep2012  0700	2.21
30208	22Sep2012  0730	2.21
30209	22Sep2012  0800	2.21
30210	22Sep2012  0830	2.21
30211	22Sep2012  0900	2.21
30212	22Sep2012  0930	2.21
30213	22Sep2012  1000	2.21
30214	22Sep2012  1030	2.21
30215	22Sep2012  1100	2.21
30216	22Sep2012  1130	2.21
30217	22Sep2012  1200	2.30
30218	22Sep2012  1230	2.30
30219	22Sep2012  1300	2.30
30220	22Sep2012  1330	2.41
30221	22Sep2012  1400	2.41
30222	22Sep2012  1430	2.52
30223	22Sep2012  1500	2.64
30224	22Sep2012  1530	2.75
30225	22Sep2012  1600	2.86
30226	22Sep2012  1630	2.86
30227	22Sep2012  1700	2.98
30228	22Sep2012  1730	2.98
30229	22Sep2012  1800	2.98
30230	22Sep2012  1830	2.98
30231	22Sep2012  1900	2.98
30232	22Sep2012  1930	2.86
30233	22Sep2012  2000	2.86
30234	22Sep2012  2030	2.86
30235	22Sep2012  2100	2.86
30236	22Sep2012  2130	2.86
30237	22Sep2012  2200	2.86
30238	22Sep2012  2230	2.86
30239	22Sep2012  2300	2.86
30240	22Sep2012  2330	2.86
30241	23Sep2012  0000	2.86
30242	23Sep2012  0030	2.86
30243	23Sep2012  0100	2.86
30244	23Sep2012  0130	2.86
30245	23Sep2012  0200	2.86
30246	23Sep2012  0230	2.98
30247	23Sep2012  0300	2.98
30248	23Sep2012  0330	2.98
30249	23Sep2012  0400	2.98
30250	23Sep2012  0430	3.09
30251	23Sep2012  0500	3.09
30252	23Sep2012  0530	3.09
30253	23Sep2012  0600	3.23
30254	23Sep2012  0630	3.23
30255	23Sep2012  0700	3.23
30256	23Sep2012  0730	3.23
30257	23Sep2012  0800	3.23
30258	23Sep2012  0830	3.23
30259	23Sep2012  0900	3.23
30260	23Sep2012  0930	3.23
30261	23Sep2012  1000	3.23
30262	23Sep2012  1030	3.37
30263	23Sep2012  1100	3.37
30264	23Sep2012  1130	3.37
30265	23Sep2012  1200	3.23
30266	23Sep2012  1230	3.23
30267	23Sep2012  1300	3.23
30268	23Sep2012  1330	3.23
30269	23Sep2012  1400	3.23
30270	23Sep2012  1430	3.23
30271	23Sep2012  1500	3.23
30272	23Sep2012  1530	3.23
30273	23Sep2012  1600	3.23
30274	23Sep2012  1630	3.23
30275	23Sep2012  1700	3.23
30276	23Sep2012  1730	3.09
30277	23Sep2012  1800	3.09
30278	23Sep2012  1830	3.09
30279	23Sep2012  1900	3.09
30280	23Sep2012  1930	3.09
30281	23Sep2012  2000	3.09
30282	23Sep2012  2030	3.09
30283	23Sep2012  2100	3.09
30284	23Sep2012  2130	3.09
30285	23Sep2012  2200	3.09
30286	23Sep2012  2230	3.09
30287	23Sep2012  2300	3.09
30288	23Sep2012  2330	2.98
30289	24Sep2012  0000	2.98
30290	24Sep2012  0030	2.98
30291	24Sep2012  0100	2.98
30292	24Sep2012  0130	2.98
30293	24Sep2012  0200	2.98
30294	24Sep2012  0230	2.98
30295	24Sep2012  0300	2.98
30296	24Sep2012  0330	2.98
30297	24Sep2012  0400	2.98
30298	24Sep2012  0430	2.98
30299	24Sep2012  0500	2.98
30300	24Sep2012  0530	2.98
30301	24Sep2012  0600	2.98
30302	24Sep2012  0630	2.98
30303	24Sep2012  0700	2.98
30304	24Sep2012  0730	2.98
30305	24Sep2012  0800	2.98
30306	24Sep2012  0830	2.98
30307	24Sep2012  0900	2.98
30308	24Sep2012  0930	2.98
30309	24Sep2012  1000	3.09
30310	24Sep2012  1030	3.09
30311	24Sep2012  1100	3.09
30312	24Sep2012  1130	3.09
30313	24Sep2012  1200	3.09
30314	24Sep2012  1230	3.09
30315	24Sep2012  1300	3.23
30316	24Sep2012  1330	3.23
30317	24Sep2012  1400	3.23
30318	24Sep2012  1430	3.23
30319	24Sep2012  1500	3.37
30320	24Sep2012  1530	3.37
30321	24Sep2012  1600	3.37
30322	24Sep2012  1630	3.51
30323	24Sep2012  1700	3.51
30324	24Sep2012  1730	3.51
30325	24Sep2012  1800	3.68
30326	24Sep2012  1830	3.68
30327	24Sep2012  1900	3.85
30328	24Sep2012  1930	3.85
30329	24Sep2012  2000	4.00
30330	24Sep2012  2030	4.00
30331	24Sep2012  2100	4.14
30332	24Sep2012  2130	4.14
30333	24Sep2012  2200	4.28
30334	24Sep2012  2230	4.28
30335	24Sep2012  2300	4.42
30336	24Sep2012  2330	4.56
30337	25Sep2012  0000	4.56
30338	25Sep2012  0030	4.73
30339	25Sep2012  0100	4.87
30340	25Sep2012  0130	4.87
30341	25Sep2012  0200	5.02
30342	25Sep2012  0230	5.19
30343	25Sep2012  0300	5.19
30344	25Sep2012  0330	5.33
30345	25Sep2012  0400	5.33
30346	25Sep2012  0430	5.44
30347	25Sep2012  0500	5.44
30348	25Sep2012  0530	5.44
30349	25Sep2012  0600	5.58
30350	25Sep2012  0630	5.58
30351	25Sep2012  0700	5.58
30352	25Sep2012  0730	5.72
30353	25Sep2012  0800	5.72
30354	25Sep2012  0830	5.87
30355	25Sep2012  0900	5.87
30356	25Sep2012  0930	5.87
30357	25Sep2012  1000	6.01
30358	25Sep2012  1030	6.01
30359	25Sep2012  1100	6.15
30360	25Sep2012  1130	6.15
30361	25Sep2012  1200	6.29
30362	25Sep2012  1230	6.29
30363	25Sep2012  1300	6.43
30364	25Sep2012  1330	6.43
30365	25Sep2012  1400	6.57
30366	25Sep2012  1430	6.57
30367	25Sep2012  1500	6.74
30368	25Sep2012  1530	6.74
30369	25Sep2012  1600	6.89
30370	25Sep2012  1630	6.89
30371	25Sep2012  1700	6.89
30372	25Sep2012  1730	7.06
30373	25Sep2012  1800	7.06
30374	25Sep2012  1830	7.06
30375	25Sep2012  1900	7.20
30376	25Sep2012  1930	7.20
30377	25Sep2012  2000	7.20
30378	25Sep2012  2030	7.20
30379	25Sep2012  2100	7.37
30380	25Sep2012  2130	7.37
30381	25Sep2012  2200	7.37
30382	25Sep2012  2230	7.37
30383	25Sep2012  2300	7.37
30384	25Sep2012  2330	7.37
30385	26Sep2012  0000	7.37
30386	26Sep2012  0030	7.54
30387	26Sep2012  0100	7.54
30388	26Sep2012  0130	7.54
30389	26Sep2012  0200	7.54
30390	26Sep2012  0230	7.54
30391	26Sep2012  0300	7.54
30392	26Sep2012  0330	7.54
30393	26Sep2012  0400	7.54
30394	26Sep2012  0430	7.54
30395	26Sep2012  0500	7.54
30396	26Sep2012  0530	7.54
30397	26Sep2012  0600	7.54
30398	26Sep2012  0630	7.54
30399	26Sep2012  0700	7.54
30400	26Sep2012  0730	7.37
30401	26Sep2012  0800	7.37
30402	26Sep2012  0830	7.37
30403	26Sep2012  0900	7.37
30404	26Sep2012  0930	7.37
30405	26Sep2012  1000	7.37
30406	26Sep2012  1030	7.37
30407	26Sep2012  1100	7.37
30408	26Sep2012  1130	7.37
30409	26Sep2012  1200	7.37
30410	26Sep2012  1230	7.37
30411	26Sep2012  1300	7.37
30412	26Sep2012  1330	7.54
30413	26Sep2012  1400	7.54
30414	26Sep2012  1430	7.71
30415	26Sep2012  1500	7.88
30416	26Sep2012  1530	8.05
30417	26Sep2012  1600	8.05
30418	26Sep2012  1630	8.22
30419	26Sep2012  1700	8.22
30420	26Sep2012  1730	8.39
30421	26Sep2012  1800	8.39
30422	26Sep2012  1830	8.59
30423	26Sep2012  1900	8.59
30424	26Sep2012  1930	8.76
30425	26Sep2012  2000	8.76
30426	26Sep2012  2030	8.93
30427	26Sep2012  2100	9.13
30428	26Sep2012  2130	9.13
30429	26Sep2012  2200	9.32
30430	26Sep2012  2230	9.52
30431	26Sep2012  2300	9.69
30432	26Sep2012  2330	9.69
30433	27Sep2012  0000	9.89
30434	27Sep2012  0030	9.89
30435	27Sep2012  0100	10.09
30436	27Sep2012  0130	10.09
30437	27Sep2012  0200	10.09
30438	27Sep2012  0230	10.09
30439	27Sep2012  0300	10.09
30440	27Sep2012  0330	10.09
30441	27Sep2012  0400	9.89
30442	27Sep2012  0430	9.89
30443	27Sep2012  0500	9.69
30444	27Sep2012  0530	9.69
30445	27Sep2012  0600	9.69
30446	27Sep2012  0630	9.52
30447	27Sep2012  0700	9.32
30448	27Sep2012  0730	9.32
30449	27Sep2012  0800	9.13
30450	27Sep2012  0830	9.13
30451	27Sep2012  0900	8.93
30452	27Sep2012  0930	8.76
30453	27Sep2012  1000	8.76
30454	27Sep2012  1030	8.59
30455	27Sep2012  1100	8.39
30456	27Sep2012  1130	8.22
30457	27Sep2012  1200	8.22
30458	27Sep2012  1230	8.22
30459	27Sep2012  1300	8.05
30460	27Sep2012  1330	8.05
30461	27Sep2012  1400	8.22
30462	27Sep2012  1430	8.39
30463	27Sep2012  1500	8.76
30464	27Sep2012  1530	8.93
30465	27Sep2012  1600	9.32
30466	27Sep2012  1630	9.32
30467	27Sep2012  1700	9.32
30468	27Sep2012  1730	9.32
30469	27Sep2012  1800	9.32
30470	27Sep2012  1830	9.13
30471	27Sep2012  1900	9.13
30472	27Sep2012  1930	9.13
30473	27Sep2012  2000	8.93
30474	27Sep2012  2030	8.93
30475	27Sep2012  2100	8.76
30476	27Sep2012  2130	8.76
30477	27Sep2012  2200	8.76
30478	27Sep2012  2230	8.59
30479	27Sep2012  2300	8.59
30480	27Sep2012  2330	8.39
30481	28Sep2012  0000	8.39
30482	28Sep2012  0030	8.39
30483	28Sep2012  0100	8.39
30484	28Sep2012  0130	8.22
30485	28Sep2012  0200	8.22
30486	28Sep2012  0230	8.22
30487	28Sep2012  0300	8.22
30488	28Sep2012  0330	8.22
30489	28Sep2012  0400	8.22
30490	28Sep2012  0430	8.22
30491	28Sep2012  0500	8.22
30492	28Sep2012  0530	8.22
30493	28Sep2012  0600	8.39
30494	28Sep2012  0630	8.39
30495	28Sep2012  0700	8.59
30496	28Sep2012  0730	8.76
30497	28Sep2012  0800	8.76
30498	28Sep2012  0830	8.93
30499	28Sep2012  0900	9.13
30500	28Sep2012  0930	9.32
30501	28Sep2012  1000	9.52
30502	28Sep2012  1030	9.89
30503	28Sep2012  1100	10.09
30504	28Sep2012  1130	10.51
30505	28Sep2012  1200	10.94
30506	28Sep2012  1230	11.36
30507	28Sep2012  1300	11.79
30508	28Sep2012  1330	12.24
30509	28Sep2012  1400	12.72
30510	28Sep2012  1430	13.21
30511	28Sep2012  1500	13.91
30512	28Sep2012  1530	14.42
30513	28Sep2012  1600	15.22
30514	28Sep2012  1630	15.76
30515	28Sep2012  1700	16.29
30516	28Sep2012  1730	17.14
30517	28Sep2012  1800	17.74
30518	28Sep2012  1830	18.62
30519	28Sep2012  1900	19.24
30520	28Sep2012  1930	19.87
30521	28Sep2012  2000	20.83
30522	28Sep2012  2030	21.82
30523	28Sep2012  2100	22.50
30524	28Sep2012  2130	23.55
30525	28Sep2012  2200	24.29
30526	28Sep2012  2230	25.39
30527	28Sep2012  2300	26.13
30528	28Sep2012  2330	26.89
30529	29Sep2012  0000	27.69
30530	29Sep2012  0030	28.62
30531	29Sep2012  0100	29.19
30532	29Sep2012  0130	30.04
30533	29Sep2012  0200	30.89
30534	29Sep2012  0230	31.74
30535	29Sep2012  0300	32.31
30536	29Sep2012  0330	33.16
30537	29Sep2012  0400	33.72
30538	29Sep2012  0430	34.01
30539	29Sep2012  0500	34.57
30540	29Sep2012  0530	34.86
30541	29Sep2012  0600	34.86
30542	29Sep2012  0630	35.42
30543	29Sep2012  0700	35.99
30544	29Sep2012  0730	35.99
30545	29Sep2012  0800	36.27
30546	29Sep2012  0830	36.27
30547	29Sep2012  0900	36.27
30548	29Sep2012  0930	36.84
30549	29Sep2012  1000	36.84
30550	29Sep2012  1030	36.84
30551	29Sep2012  1100	37.41
30552	29Sep2012  1130	37.41
30553	29Sep2012  1200	37.41
30554	29Sep2012  1230	37.69
30555	29Sep2012  1300	37.69
30556	29Sep2012  1330	38.26
30557	29Sep2012  1400	38.26
30558	29Sep2012  1430	38.26
30559	29Sep2012  1500	38.82
30560	29Sep2012  1530	38.82
30561	29Sep2012  1600	38.82
30562	29Sep2012  1630	39.11
30563	29Sep2012  1700	39.11
30564	29Sep2012  1730	39.67
30565	29Sep2012  1800	39.67
30566	29Sep2012  1830	39.67
30567	29Sep2012  1900	40.24
30568	29Sep2012  1930	40.24
30569	29Sep2012  2000	40.24
30570	29Sep2012  2030	40.24
30571	29Sep2012  2100	40.24
30572	29Sep2012  2130	40.24
30573	29Sep2012  2200	40.24
30574	29Sep2012  2230	40.24
30575	29Sep2012  2300	40.24
30576	29Sep2012  2330	40.24
30577	30Sep2012  0000	40.24
30578	30Sep2012  0030	39.67
30579	30Sep2012  0100	39.67
30580	30Sep2012  0130	39.67
30581	30Sep2012  0200	39.67
30582	30Sep2012  0230	39.11
30583	30Sep2012  0300	39.11
30584	30Sep2012  0330	39.11
30585	30Sep2012  0400	38.82
30586	30Sep2012  0430	38.82
30587	30Sep2012  0500	38.26
30588	30Sep2012  0530	38.26
30589	30Sep2012  0600	37.69
30590	30Sep2012  0630	37.41
30591	30Sep2012  0700	37.41
30592	30Sep2012  0730	36.84
30593	30Sep2012  0800	36.27
30594	30Sep2012  0830	36.27
30595	30Sep2012  0900	35.99
30596	30Sep2012  0930	35.42
30597	30Sep2012  1000	35.42
30598	30Sep2012  1030	34.86
30599	30Sep2012  1100	34.57
30600	30Sep2012  1130	34.01
30601	30Sep2012  1200	34.01
30602	30Sep2012  1230	33.72
30603	30Sep2012  1300	33.16
30604	30Sep2012  1330	32.59
30605	30Sep2012  1400	32.59
30606	30Sep2012  1430	32.31
30607	30Sep2012  1500	31.74
30608	30Sep2012  1530	31.74
30609	30Sep2012  1600	31.46
30610	30Sep2012  1630	30.89
30611	30Sep2012  1700	30.61
30612	30Sep2012  1730	30.04
30613	30Sep2012  1800	29.76
30614	30Sep2012  1830	29.76
30615	30Sep2012  1900	29.19
30616	30Sep2012  1930	28.91
30617	30Sep2012  2000	28.62
30618	30Sep2012  2030	28.08
30619	30Sep2012  2100	27.69
30620	30Sep2012  2130	27.29
30621	30Sep2012  2200	26.89
30622	30Sep2012  2230	26.52
30623	30Sep2012  2300	26.13
30624	30Sep2012  2330	26.13
30625	01Oct2012  0000	25.76
30626	01Oct2012  0030	25.39
30627	01Oct2012  0100	24.99
30628	01Oct2012  0130	24.63
30629	01Oct2012  0200	24.29
30630	01Oct2012  0230	23.92
30631	01Oct2012  0300	23.55
30632	01Oct2012  0330	23.21
30633	01Oct2012  0400	22.84
30634	01Oct2012  0430	22.50
30635	01Oct2012  0500	22.16
30636	01Oct2012  0530	21.82
30637	01Oct2012  0600	21.48
30638	01Oct2012  0630	21.17
30639	01Oct2012  0700	20.83
30640	01Oct2012  0730	20.52
30641	01Oct2012  0800	20.18
30642	01Oct2012  0830	19.87
30643	01Oct2012  0900	19.55
30644	01Oct2012  0930	19.24
30645	01Oct2012  1000	19.24
30646	01Oct2012  1030	18.62
30647	01Oct2012  1100	18.62
30648	01Oct2012  1130	18.34
30649	01Oct2012  1200	18.02
30650	01Oct2012  1230	17.74
30651	01Oct2012  1300	17.43
30652	01Oct2012  1330	17.43
30653	01Oct2012  1400	17.14
30654	01Oct2012  1430	16.86
30655	01Oct2012  1500	16.58
30656	01Oct2012  1530	16.29
30657	01Oct2012  1600	16.01
30658	01Oct2012  1630	16.01
30659	01Oct2012  1700	15.76
30660	01Oct2012  1730	15.47
30661	01Oct2012  1800	15.47
30662	01Oct2012  1830	15.22
30663	01Oct2012  1900	14.96
30664	01Oct2012  1930	14.96
30665	01Oct2012  2000	14.68
30666	01Oct2012  2030	14.42
30667	01Oct2012  2100	14.17
30668	01Oct2012  2130	14.17
30669	01Oct2012  2200	13.91
30670	01Oct2012  2230	13.69
30671	01Oct2012  2300	13.69
30672	01Oct2012  2330	13.43
30673	02Oct2012  0000	13.43
30674	02Oct2012  0030	13.21
30675	02Oct2012  0100	12.95
30676	02Oct2012  0130	12.95
30677	02Oct2012  0200	12.72
30678	02Oct2012  0230	12.47
30679	02Oct2012  0300	12.47
30680	02Oct2012  0330	12.47
30681	02Oct2012  0400	12.24
30682	02Oct2012  0430	12.24
30683	02Oct2012  0500	12.02
30684	02Oct2012  0530	12.02
30685	02Oct2012  0600	12.02
30686	02Oct2012  0630	11.79
30687	02Oct2012  0700	11.79
30688	02Oct2012  0730	11.59
30689	02Oct2012  0800	11.59
30690	02Oct2012  0830	11.36
30691	02Oct2012  0900	11.36
30692	02Oct2012  0930	11.14
30693	02Oct2012  1000	11.14
30694	02Oct2012  1030	11.14
30695	02Oct2012  1100	10.94
30696	02Oct2012  1130	10.94
30697	02Oct2012  1200	10.71
30698	02Oct2012  1230	10.71
30699	02Oct2012  1300	10.71
30700	02Oct2012  1330	10.51
30701	02Oct2012  1400	10.51
30702	02Oct2012  1430	10.32
30703	02Oct2012  1500	10.32
30704	02Oct2012  1530	10.32
30705	02Oct2012  1600	10.09
30706	02Oct2012  1630	10.09
30707	02Oct2012  1700	9.89
30708	02Oct2012  1730	9.89
30709	02Oct2012  1800	9.89
30710	02Oct2012  1830	9.69
30711	02Oct2012  1900	9.69
30712	02Oct2012  1930	9.69
30713	02Oct2012  2000	9.52
30714	02Oct2012  2030	9.52
30715	02Oct2012  2100	9.32
30716	02Oct2012  2130	9.32
30717	02Oct2012  2200	9.13
30718	02Oct2012  2230	9.13
30719	02Oct2012  2300	9.13
30720	02Oct2012  2330	8.93
30721	03Oct2012  0000	8.93
30722	03Oct2012  0030	8.93
30723	03Oct2012  0100	8.76
30724	03Oct2012  0130	8.76
30725	03Oct2012  0200	8.76
30726	03Oct2012  0230	8.59
30727	03Oct2012  0300	8.59
30728	03Oct2012  0330	8.39
30729	03Oct2012  0400	8.39
30730	03Oct2012  0430	8.39
30731	03Oct2012  0500	8.22
30732	03Oct2012  0530	8.22
30733	03Oct2012  0600	8.22
30734	03Oct2012  0630	8.05
30735	03Oct2012  0700	8.05
30736	03Oct2012  0730	8.05
30737	03Oct2012  0800	8.05
30738	03Oct2012  0830	7.88
30739	03Oct2012  0900	7.88
30740	03Oct2012  0930	7.88
30741	03Oct2012  1000	7.88
30742	03Oct2012  1030	7.88
30743	03Oct2012  1100	7.71
30744	03Oct2012  1130	7.71
30745	03Oct2012  1200	7.71
30746	03Oct2012  1230	7.54
30747	03Oct2012  1300	7.54
30748	03Oct2012  1330	7.54
30749	03Oct2012  1400	7.37
30750	03Oct2012  1430	7.37
30751	03Oct2012  1500	7.37
30752	03Oct2012  1530	7.37
30753	03Oct2012  1600	7.37
30754	03Oct2012  1630	7.20
30755	03Oct2012  1700	7.20
30756	03Oct2012  1730	7.20
30757	03Oct2012  1800	7.20
30758	03Oct2012  1830	7.06
30759	03Oct2012  1900	7.06
30760	03Oct2012  1930	7.06
30761	03Oct2012  2000	7.06
30762	03Oct2012  2030	6.89
30763	03Oct2012  2100	6.89
30764	03Oct2012  2130	6.89
30765	03Oct2012  2200	6.89
30766	03Oct2012  2230	6.89
30767	03Oct2012  2300	6.89
30768	03Oct2012  2330	6.74
30769	04Oct2012  0000	6.74
30770	04Oct2012  0030	6.74
30771	04Oct2012  0100	6.74
30772	04Oct2012  0130	6.74
30773	04Oct2012  0200	6.74
30774	04Oct2012  0230	6.74
30775	04Oct2012  0300	6.74
30776	04Oct2012  0330	6.74
30777	04Oct2012  0400	6.74
30778	04Oct2012  0430	6.89
30779	04Oct2012  0500	6.89
30780	04Oct2012  0530	6.89
30781	04Oct2012  0600	6.89
30782	04Oct2012  0630	7.06
30783	04Oct2012  0700	7.06
30784	04Oct2012  0730	7.20
30785	04Oct2012  0800	7.20
30786	04Oct2012  0830	7.37
30787	04Oct2012  0900	7.37
30788	04Oct2012  0930	7.54
30789	04Oct2012  1000	7.71
30790	04Oct2012  1030	7.88
30791	04Oct2012  1100	7.88
30792	04Oct2012  1130	8.05
30793	04Oct2012  1200	8.22
30794	04Oct2012  1230	8.39
30795	04Oct2012  1300	8.39
30796	04Oct2012  1330	8.59
30797	04Oct2012  1400	8.76
30798	04Oct2012  1430	8.93
30799	04Oct2012  1500	8.93
30800	04Oct2012  1530	9.13
30801	04Oct2012  1600	9.32
30802	04Oct2012  1630	9.52
30803	04Oct2012  1700	9.69
30804	04Oct2012  1730	9.69
30805	04Oct2012  1800	9.89
30806	04Oct2012  1830	10.09
30807	04Oct2012  1900	10.32
30808	04Oct2012  1930	10.51
30809	04Oct2012  2000	10.71
30810	04Oct2012  2030	10.94
30811	04Oct2012  2100	11.14
30812	04Oct2012  2130	11.36
30813	04Oct2012  2200	11.59
30814	04Oct2012  2230	11.79
30815	04Oct2012  2300	12.02
30816	04Oct2012  2330	12.24
30817	05Oct2012  0000	12.47
30818	05Oct2012  0030	12.72
30819	05Oct2012  0100	12.95
30820	05Oct2012  0130	12.95
30821	05Oct2012  0200	13.21
30822	05Oct2012  0230	13.43
30823	05Oct2012  0300	13.43
30824	05Oct2012  0330	13.69
30825	05Oct2012  0400	13.69
30826	05Oct2012  0430	13.91
30827	05Oct2012  0500	14.17
30828	05Oct2012  0530	14.17
30829	05Oct2012  0600	14.17
30830	05Oct2012  0630	14.42
30831	05Oct2012  0700	14.42
30832	05Oct2012  0730	14.42
30833	05Oct2012  0800	14.68
30834	05Oct2012  0830	14.68
30835	05Oct2012  0900	14.68
30836	05Oct2012  0930	14.68
30837	05Oct2012  1000	14.68
30838	05Oct2012  1030	14.68
30839	05Oct2012  1100	14.68
30840	05Oct2012  1130	14.68
30841	05Oct2012  1200	14.68
30842	05Oct2012  1230	14.96
30843	05Oct2012  1300	14.96
30844	05Oct2012  1330	14.96
30845	05Oct2012  1400	14.96
30846	05Oct2012  1430	14.96
30847	05Oct2012  1500	14.96
30848	05Oct2012  1530	14.68
30849	05Oct2012  1600	14.68
30850	05Oct2012  1630	14.68
30851	05Oct2012  1700	14.68
30852	05Oct2012  1730	14.68
30853	05Oct2012  1800	14.68
30854	05Oct2012  1830	14.68
30855	05Oct2012  1900	14.68
30856	05Oct2012  1930	14.68
30857	05Oct2012  2000	14.68
30858	05Oct2012  2030	14.68
30859	05Oct2012  2100	14.96
30860	05Oct2012  2130	14.96
30861	05Oct2012  2200	14.96
30862	05Oct2012  2230	14.96
30863	05Oct2012  2300	15.22
30864	05Oct2012  2330	15.22
30865	06Oct2012  0000	15.22
30866	06Oct2012  0030	15.22
30867	06Oct2012  0100	15.22
30868	06Oct2012  0130	15.22
30869	06Oct2012  0200	15.22
30870	06Oct2012  0230	15.22
30871	06Oct2012  0300	15.22
30872	06Oct2012  0330	15.22
30873	06Oct2012  0400	15.22
30874	06Oct2012  0430	15.47
30875	06Oct2012  0500	15.47
30876	06Oct2012  0530	15.47
30877	06Oct2012  0600	15.76
30878	06Oct2012  0630	16.01
30879	06Oct2012  0700	16.01
30880	06Oct2012  0730	16.29
30881	06Oct2012  0800	16.58
30882	06Oct2012  0830	16.86
30883	06Oct2012  0900	17.43
30884	06Oct2012  0930	17.74
30885	06Oct2012  1000	18.02
30886	06Oct2012  1030	18.34
30887	06Oct2012  1100	18.62
30888	06Oct2012  1130	18.93
30889	06Oct2012  1200	19.24
30890	06Oct2012  1230	19.55
30891	06Oct2012  1300	19.55
30892	06Oct2012  1330	19.87
30893	06Oct2012  1400	19.87
30894	06Oct2012  1430	19.87
